,Rating,Title,Review
2149,5.0,Great product,It is really amazing productREAD MORE
2150,3.0,Fair,Super product 😻READ MORE
2151,5.0,Great product,overall niceREAD MORE
2152,5.0,Super!,Really exited feeling moving from android to iOSREAD MORE
2153,5.0,Terrific purchase,Amazing purchaseREAD MORE
2154,5.0,Terrific purchase,Really thankful to Flipkart for this. Spreading happiness. Just an awesome phone. The features are great everyone knows about the iPhone there is nothing to hide or know about anything new. Great 👍READ MORE
2155,5.0,Fabulous!,Superb👌Deal BBDThanks flipkartREAD MORE
2156,5.0,Awesome,It was my Dream to buy a IPhone finally I Achieved my Dream Feeling So happy  No need to talk about the Apple products ❤️READ MORE
2157,5.0,Worth every penny,Great Experience ❤️ Delivery was nice 👌🏻READ MORE
2158,5.0,Worth every penny,Go for itREAD MORE
2159,5.0,Best in the market!,First time useing iphone experience is goodREAD MORE
2160,5.0,Terrific,ThanksREAD MORE
2161,5.0,Great product,Sema super I phone 14 ❤️👍❤️READ MORE
2162,5.0,Simply awesome,Too goodREAD MORE
2163,4.0,Worth the money,BestREAD MORE
2164,5.0,Excellent,Superb qualityREAD MORE
2165,5.0,Classy product,GoodREAD MORE
2166,5.0,Highly recommended,Thank you Flipkart big billionREAD MORE
2167,5.0,Fabulous!,Thanks Flipkart for delivery on time.. and the product is same as I seen and buy...In this price the product is awesome and value for money..must go for it..READ MORE
2168,5.0,Simply awesome,Best in classREAD MORE
2169,5.0,Super!,Superb Product Thank You Flipkart For The amazing ProductREAD MORE
2170,5.0,Just wow!,Loved itREAD MORE
2171,5.0,Excellent,Worth the price!!READ MORE
2172,5.0,Just wow!,Thank You Flipkart 😍READ MORE
2173,5.0,Terrific purchase,Wonderful quality no doubtREAD MORE
2174,5.0,Perfect product!,Great product except the battery performance due to heavy power requirements for applications. Value for money product. Now Apple and other companies product price difference is very less compared to the quality and features! Flipkart offers and delivery experience is also amazing!READ MORE
2175,5.0,Brilliant,Very good 👍READ MORE
2176,5.0,Just wow!,Amazing working iPhone 14READ MORE
2177,5.0,Wonderful,Very niceREAD MORE
2178,5.0,Awesome,Nice 👍READ MORE
2179,4.0,Value-for-money,. superREAD MORE
2180,5.0,Wonderful,Amazing productREAD MORE
2181,5.0,Must buy!,Product is amazing as expectedREAD MORE
2182,4.0,Good choice,Nice phoneREAD MORE
2183,5.0,Awesome,Awesome phone 🥰🥰READ MORE
2184,5.0,Best in the market!,Such a beautiful mobile but charging 😒READ MORE
2185,5.0,Great product,Nice 👍READ MORE
2186,5.0,Awesome,BestREAD MORE
2187,5.0,Simply awesome,SuperREAD MORE
2188,5.0,Wonderful,Nice phoneREAD MORE
2189,5.0,Simply awesome,Nice phoneREAD MORE
2190,5.0,Terrific,Good Experience 👍🏻READ MORE
2191,5.0,Super!,"Apple 🥰 Finally My Dream Come True.Flipkart is best ,i love open box delivery.Thanks FlipkartREAD MORE"
2192,4.0,Delightful,GoodREAD MORE
2193,5.0,Great product,NiceREAD MORE
2194,5.0,Awesome,Great product you can buy from FlipkartREAD MORE
2195,5.0,Brilliant,Good beetter bestREAD MORE
2196,4.0,Worth the money,AwesomeREAD MORE
2197,5.0,Just wow!,Just wow 😂READ MORE
2198,5.0,Just wow!,Too goodREAD MORE
2199,5.0,Mind-blowing purchase,Performance - Amazing.UI exp- amazing...its simple. But sometime annoy.Battery- around 9hr normal usage(camera use).  Pubg game - 6hr apprx.Display- its good but I do not like to watch movies or tv series in 6.1 size screen. Better go for plus model.This size is handy.Gaming - sometime get sticky (due to heating) while playing pubg (HD quality). But overall run smooth. Do not forget to enable gaming mode and and guided acces.I find this phone suitable for daily purpose. It take less ti...READ MORE
2200,5.0,Worth every penny,Very goodREAD MORE
2201,5.0,Excellent,Excellent.READ MORE
2202,4.0,Worth the money,Love it 😍READ MORE
2203,5.0,Mind-blowing purchase,GoodREAD MORE
2204,5.0,Classy product,"Very nice, reasonable price and good qualityREAD MORE"
2205,5.0,Terrific,Absolutely best choiceREAD MORE
2206,5.0,Simply awesome,amazing phoneREAD MORE
2207,5.0,Great product,Good phone in best discountREAD MORE
2208,4.0,Wonderful,I love this beautiful colour ❤️READ MORE
2209,5.0,Mind-blowing purchase,ExcellentREAD MORE
2210,4.0,Wonderful,Superb colour for this device.READ MORE
2211,5.0,Brilliant,After so many years . This is my first iPhone. Everything is awesome for me. Thank you Flipkart for your BBD saleREAD MORE
2212,5.0,Mind-blowing purchase,AwesomeREAD MORE
2213,5.0,Brilliant,Must buyREAD MORE
2214,5.0,Great product,Very goodREAD MORE
2215,5.0,Simply awesome,Phone was good display everything is good but the battery drain lit bit fastREAD MORE
2216,4.0,Worth the money,Superb Camera🔥 and great👌🏻performance thank you so much Flipkart 🥰READ MORE
2217,5.0,Just wow!,I love it 😻READ MORE
2218,5.0,Terrific,"Amazing picture quality, awesome design, mind blowing display and fabulous performance and specially very handy phoneREAD MORE"
2219,5.0,Classy product,Osm productREAD MORE
2220,5.0,Excellent,Just Great 😊READ MORE
2221,4.0,Good choice,GoodREAD MORE
2222,5.0,Excellent,Awsome no wordREAD MORE
2223,4.0,Worth the money,Good oneREAD MORE
2224,5.0,Excellent,Thank you filpkartREAD MORE
2225,5.0,Just wow!,All excellentREAD MORE
2226,5.0,Must buy!,Very nice iphone superbh...READ MORE
2227,4.0,Good quality product,OkREAD MORE
2228,4.0,Pretty good,"Customers satisfaction, Good camera performance.READ MORE"
2229,5.0,Terrific purchase,iPhone is iPhone. Security of your data is very important which is there in phone.READ MORE
2230,4.0,Wonderful,product is fine. its design is awesome but charging capacity is so slow.READ MORE
2231,5.0,Excellent,I have switched from iphone 7 to iphone 14 and60 Hz display is the only con i have found rest everything is amazing.Feels premium in handExcellent camera quality Viewing experience at display is soothingUpgraded to iOS 17 and its working fine no issues so far.READ MORE
2232,5.0,Just wow!,Nice generaREAD MORE
2233,5.0,Mind-blowing purchase,Amazing Mobile 📱READ MORE
2234,5.0,Highly recommended,Very good quality mobileREAD MORE
2235,5.0,Worth every penny,Nice camera clarityREAD MORE
2236,5.0,Highly recommended,NiceREAD MORE
2237,5.0,Wonderful,nothing to say best mobileREAD MORE
2238,5.0,Simply awesome,NiceREAD MORE
2239,5.0,Classy product,Feeling premiumREAD MORE
2240,5.0,Super!,Amazing performance and camerasREAD MORE
2241,4.0,Pretty good,Loved itREAD MORE
2242,5.0,Great product,ExcellentREAD MORE
2243,5.0,Best in the market!,bestREAD MORE
2244,5.0,Great product,GoodREAD MORE
2245,5.0,Must buy!,Awsome phone 😘READ MORE
2246,5.0,Fabulous!,AwesomeREAD MORE
2247,5.0,Super!,Very nice very good iPhones. Must buy for premium smartphone loversREAD MORE
2248,5.0,Best in the market!,WonderfulREAD MORE
2249,5.0,Brilliant,1 star to Flipkart for Faltu offer meant I waited so long but found nothing on the name of huge discount. 1 star for packaging. 1 star for delivery and handling managed by Ekart. For iPhone 14 - awesome phone.READ MORE
2250,5.0,Mind-blowing purchase,Osm really excellentREAD MORE
2251,5.0,Great product,WonderfulREAD MORE
2252,5.0,Mind-blowing purchase,Amazing productREAD MORE
2253,5.0,Brilliant,"thank you for quick service as mentioned in the website. Just one serious observations at the time of exchange of old iphone , they took 3 hrs to check the old mobile.. this is too much time u have takenREAD MORE"
2254,5.0,Simply awesome,best phoneREAD MORE
2255,5.0,Simply awesome,GoodREAD MORE
2256,5.0,Mind-blowing purchase,Nice product 😃READ MORE
2257,5.0,Just wow!,The phone is super classy and superfast. No issues found with the device except the battery thing which drains bit fast.READ MORE
2258,5.0,Worth every penny,AmazingREAD MORE
2259,5.0,Best in the market!,Iphone 14 good phone. Everything is very good product. ThanksREAD MORE
2260,5.0,Simply awesome,ExcellentREAD MORE
2261,5.0,Fabulous!,Best productREAD MORE
2262,5.0,Awesome,My First iPhone ever!! got it for the lowest price on BBD Sale. Best phone for camera.!READ MORE
2263,5.0,Perfect product!,Thanks u flipkart 😍😍READ MORE
2264,5.0,Wonderful,Product is great but little delay in delivery..customer support is excellent and we'll trained and supportive.Love Flipkart ❤️READ MORE
2265,5.0,Classy product,Superb Product in buying all product with me.READ MORE
2266,5.0,Highly recommended,Osm mobileREAD MORE
2267,5.0,Perfect product!,Simply awesome purchase...READ MORE
2268,5.0,Highly recommended,ExcellentREAD MORE
2269,5.0,Simply awesome,ExcellentREAD MORE
2270,5.0,Great product,One of the best mobile companyREAD MORE
2271,4.0,Fabulous!,Outstanding smart phone ❤️❤️Red colour increases the real beauty of the smartphone 🔥READ MORE
2272,5.0,Terrific purchase,Superb Camera Quality I loved the picture quality and battery also Very good enoughREAD MORE
2273,5.0,Brilliant,Awesome 👍🏻READ MORE
2274,5.0,Simply awesome,Very nice phoneREAD MORE
2275,5.0,Highly recommended,GoodREAD MORE
2276,5.0,Brilliant,GoodREAD MORE
2277,5.0,Brilliant,As expected from Apple thanks to big billions daysREAD MORE
2278,5.0,Super!,verry happy from flipcart because of very good rate provide for appleREAD MORE
2279,5.0,Just wow!,Very nice productREAD MORE
2280,5.0,Terrific,Best phone ever love it 😘💗💗😘😘READ MORE
2281,5.0,Must buy!,goodREAD MORE
2282,4.0,Good choice,good productsREAD MORE
2283,5.0,Simply awesome,NiceREAD MORE
2284,5.0,Terrific purchase,Best camera. Best display. Everything is good in this iphone. Loved it.READ MORE
2285,4.0,Very Good,The best camera and best design with best colour purple . I totally like it .READ MORE
2286,4.0,Good quality product,Awesome very superREAD MORE
2287,5.0,Worth every penny,Good camera qualityREAD MORE
2288,4.0,Good quality product,GoodREAD MORE
2289,5.0,Wonderful,OsmmREAD MORE
2290,5.0,Worth the money,On hand feels so good to have an iPhone. Best on quality.READ MORE
2291,5.0,Awesome,OG PRODUCT REALLY GO FOR IT....OPEN BOX DELIVERY FROM FLIPKART TOTALLY GOOD ....LIKE THE SERVICEREAD MORE
2292,5.0,Mind-blowing purchase,Best phoneREAD MORE
2293,5.0,Terrific,iPhone 14 is really amazing. The camera is really good. And the best part of the camera is its action mode ultimate for recording videos.And performance is mind blowing.And the display looks really vibrant.If you are looking for a powerful smartphone just go for the iPhone 14.🔥READ MORE
2294,5.0,Best in the market!,"Actually am iphone lover... I was use 5s, 6 and 12 mini but Iphone 14 was very cool and yellow color is very rocking...READ MORE"
2295,5.0,Excellent,Nice productREAD MORE
2296,5.0,Simply awesome,AwesomeREAD MORE
2297,4.0,Good choice,EpicREAD MORE
2298,4.0,Worth the money,GoodREAD MORE
2299,5.0,Wonderful,good quality product rich experience decent looksvery handy phoneREAD MORE
2300,5.0,Worth every penny,Without doubt my first iphone proved that it is far better than Android phones. Battery may not work more than 15 hours if you have lot of calls and activities. 14 and 14 plus both are excellent since my colleague purchased 14 plus since he need bigger display. You can go for any 14 series according to your requirements.READ MORE
2301,4.0,Really Nice,GoodREAD MORE
2302,5.0,Highly recommended,Good productREAD MORE
2303,4.0,Really Nice,Perfect price and perfect delivery boyREAD MORE
2304,5.0,Fabulous!,GoodREAD MORE
2305,5.0,Best in the market!,"Perfect design , night photography is ultimate,  look and feel is premium overall a very good phone in this range. This is my 2 iPhone totally worth buying.READ MORE"
2306,5.0,Worth every pennny,Iphone 14 is an awesome product. Go for it .READ MORE
2307,5.0,Fabulous!,Great productREAD MORE
2308,4.0,Very Good,Nice performance and cameraREAD MORE
2309,5.0,Terrific,So goodREAD MORE
2310,5.0,Super!,Excellent performance iPhone 14 Thanks for FlipkartREAD MORE
2311,4.0,Worth the money,GoodREAD MORE
2312,5.0,Wonderful,It's goodREAD MORE
2313,5.0,Awesome,Amazing product value for money 💰READ MORE
2314,5.0,Worth every penny,Go for itREAD MORE
2315,5.0,Fabulous!,Just amazing .READ MORE
2316,4.0,Pretty good,"Simply great 👍, how could i get GST invoice coz seller is not providing it on Flipkart.READ MORE"
2317,5.0,Mind-blowing purchase,Aswome product...READ MORE
2318,5.0,Classy product,SuperbREAD MORE
2319,5.0,Brilliant,"Excellent device, does what it should be doing pretty wellREAD MORE"
2320,5.0,Terrific,SuperREAD MORE
2321,5.0,Worth every penny,SuperREAD MORE
2322,5.0,Terrific purchase,Thanks FlipkartREAD MORE
2323,5.0,Simply awesome,Camera and battery quality is perfect.READ MORE
2324,5.0,Classy product,AwesomeREAD MORE
2325,5.0,Terrific purchase,Awesome picture qualityREAD MORE
2326,5.0,Simply awesome,Nice product worth of moneyREAD MORE
2327,5.0,Best in the market!,Best product I phone 14 128 by FlipkartThank you Flipkart My name Rakesh BanjaraREAD MORE
2328,5.0,Worth every penny,As we all know apple always give us best and it is one of them really goodREAD MORE
2329,5.0,Simply awesome,Happy with new iPhone 14 but the design is somewhere is same with the iPhone iPhone 13READ MORE
2330,5.0,Must buy!,FantasticREAD MORE
2331,5.0,Wonderful,Over all good 😊READ MORE
2332,5.0,Fabulous!,AwesomeREAD MORE
2333,5.0,Awesome,Good purchaseREAD MORE
2334,5.0,Highly recommended,GoodREAD MORE
2335,4.0,Delightful,NiceREAD MORE
2336,5.0,Classy product,I switch  from x r  to 14 great experience Best display and sound quality and some fabulous changes in camera is also.greatREAD MORE
2337,3.0,Good,"I can say iPhone is over priced camera quality, display and performance is average battery backup is ok for only  brand only we can use iPhone i wanted sale this this iPhone.😁READ MORE"
2338,5.0,Terrific purchase,Nice products and earliest deliveryREAD MORE
2339,5.0,Highly recommended,ExcellentREAD MORE
2340,5.0,Wonderful,I write properly after 1 monthREAD MORE
2341,5.0,Wonderful,Got at less priceREAD MORE
2342,5.0,Super!,Best phone ever.READ MORE
2343,5.0,Best in the market!,Best phoneREAD MORE
2344,5.0,Great product,Worth itREAD MORE
2345,5.0,Mind-blowing purchase,This phone is amazing. Nice value for money must buy it Reasonable prince camera is wonderfulREAD MORE
2346,5.0,Terrific purchase,awesome phone with great processing speed and camera ❤️READ MORE
2347,5.0,Fabulous!,Very nice phone good qwalityREAD MORE
2348,5.0,Perfect product!,Better than iPhone 13READ MORE
2349,5.0,Must buy!,The best camera best design !!1st iphone 14 !!i tried all  conditions light photo the quality is best i was impressed with device battery backup is good perform is very impressive 🔥READ MORE
2350,4.0,Pretty good,Great purchase. I bought it on bbs. You'll not get it at that price . Not a apple fan but this one was upto the markREAD MORE
2351,5.0,Simply awesome,Thanks to flipcart ! Extremely happy with the product 🙏🏼😇READ MORE
2352,5.0,Best in the market!,Best phoneREAD MORE
2353,5.0,Must buy!,Best camera ever I have seen in iPhoneREAD MORE
2354,5.0,Fabulous!,Beautiful ColorREAD MORE
2355,5.0,Super!,Super performance 👏👌READ MORE
2356,5.0,Best in the market!,i love iphone 14READ MORE
2357,5.0,Classy product,Legit 💯READ MORE
2358,5.0,Awesome,Just go for itREAD MORE
2359,5.0,Mind-blowing purchase,Nice Phone Bro Thank You FlipkartREAD MORE
2360,5.0,Brilliant,Just awesome ❤️READ MORE
2361,5.0,Must buy!,READ MORE
2362,5.0,Awesome,Worth ittREAD MORE
2363,5.0,Super!,Worth buying....READ MORE
2364,5.0,Mind-blowing purchase,Best phone under this price range ...READ MORE
2365,5.0,Worth every penny,GoodREAD MORE
2366,4.0,Good quality product,The brand itself giving trust.READ MORE
2367,5.0,Worth every penny,Awesom productREAD MORE
2368,5.0,Worth every penny,Awesome phone currently switched to my 1st iphone after using android for more than 5 years.I m loving it.READ MORE
2369,5.0,Great product,Very nice productREAD MORE
2370,5.0,Terrific,AwesomeREAD MORE
2371,5.0,Super!,Good mobileREAD MORE
2372,5.0,Must buy!,Very goodREAD MORE
2373,5.0,Wonderful,Nice 👍READ MORE
2374,5.0,Wonderful,Absolutely beast. Just go for it.READ MORE
2375,5.0,Fabulous!,"Great product, good price, quick delivery. Got it in BBD.. exactly at midnight..READ MORE"
2376,4.0,Value-for-money,GreatREAD MORE
2377,5.0,Mind-blowing purchase,Phone camera and battery backup is good compare to previous i phone version as well performance bias this phone is good.READ MORE
2378,4.0,Good choice,GoodREAD MORE
2379,5.0,Must buy!,Very goodREAD MORE
2380,5.0,Fabulous!,Iphone 14 is the best phone that you can gift yourself or your love ones.READ MORE
2381,5.0,Simply awesome,Awesome go for itREAD MORE
2382,5.0,Must buy!,Very nice phone good camera and designREAD MORE
2383,5.0,Just wow!,ultimate camera performance 📸READ MORE
2384,5.0,Worth every penny,FantasticREAD MORE
2385,5.0,Perfect product!,Great product and love this purchaseREAD MORE
2386,4.0,Worth the money,"Nice phoneI phone 14 (blue,128GB)READ MORE"
2387,4.0,Pretty good,GoodREAD MORE
2388,5.0,Worth every penny,AllREAD MORE
2389,4.0,Good quality product,Awsm productREAD MORE
2390,4.0,Wonderful,Very good products ☺️☺️READ MORE
2391,5.0,Just wow!,just wowREAD MORE
2392,5.0,Perfect product!,This is my First IPhone.. And the experience is super fantastic.. The smoothness of the phone I got is unbelievable. 60hz is so well optimized.. My previous android phone was of 120hz but never felt this smooth.. Also it's so light weight and looks so premium.. Really Loved it❤️READ MORE
2393,5.0,Mind-blowing purchase,Nice good battery backup good camera must buy👍READ MORE
2394,5.0,Classy product,Awesome choiceREAD MORE
2395,4.0,Good quality product,Awesome very superREAD MORE
2396,5.0,Brilliant,GoodREAD MORE
2397,5.0,Classy product,Excellent picture quality and performanceREAD MORE
2398,5.0,Terrific purchase,"iPhone is iPhone, it is what it is(Best)👍READ MORE"
2399,5.0,Worth every penny,iphone becomes out of trend nowadaysREAD MORE
2400,5.0,Must buy!,One of the best phone 😊READ MORE
2401,5.0,Just wow!,Amazing!pictures...📸 everything good 😍READ MORE
2402,4.0,Mind-blowing purchase,SUPER PRODUCT...I LIKE IT..READ MORE
2403,5.0,Terrific purchase,Cc bjjgfgikk vbjjgfnkREAD MORE
2404,5.0,Perfect product!,Its soo good guys highly recommendedREAD MORE
2405,3.0,Nice,Must haiREAD MORE
2406,5.0,Terrific,Best iPhone everREAD MORE
2407,5.0,Classy product,GoodREAD MORE
2408,5.0,Great product,It is a very nice mobile!READ MORE
2409,5.0,Worth every penny,GdREAD MORE
2410,5.0,Just wow!,osm phone .cinematic mode too good.READ MORE
2411,5.0,Perfect product!,Looking goodREAD MORE
2412,5.0,Classy product,Fantastic product till now . Using it since last night and the response is awesome . Thanks Flipkart for your prompt deliveryREAD MORE
2413,5.0,Loved the product,Looks awesome and is light then my previous phoneREAD MORE
2414,5.0,Terrific purchase,niceREAD MORE
2415,4.0,Very Good,Getting at good price thanks FlipkartREAD MORE
2416,4.0,Good quality product,GoodREAD MORE
2417,5.0,Excellent,Awesome 😎😎😎READ MORE
2418,5.0,Wonderful,GoodREAD MORE
2419,5.0,Just wow!,Excellent phone under 60kREAD MORE
2420,5.0,Highly recommended,Living up to the expectations of an Apple deviceREAD MORE
2421,5.0,Wonderful,GoodREAD MORE
2422,5.0,Brilliant,GoodREAD MORE
2423,5.0,Awesome,Fantastic!READ MORE
2424,5.0,Wonderful,ExcellentREAD MORE
2425,5.0,Worth every penny,Very good 💯READ MORE
2426,5.0,Excellent,if you want an iphone for your daily uses and your budget is low wait for the bbd and buy you will not regret.Performance - 5/5Camera - 5/5Battery - 4/5Display - 5/5Overall - 5/5READ MORE
2427,5.0,Simply awesome,Experience was superREAD MORE
2428,5.0,Mind-blowing purchase,GoodREAD MORE
2429,5.0,Must buy!,Excellent workREAD MORE
2430,5.0,Best in the market!,very niceREAD MORE
2431,5.0,Wonderful,GreatREAD MORE
2432,5.0,Terrific,Nice 👍READ MORE
2433,5.0,Must buy!,Looking 😊❣️READ MORE
2434,5.0,Terrific,Awesome Experience again thanks Flipkart and appleREAD MORE
2435,5.0,Terrific,PerfectREAD MORE
2436,4.0,Good quality product,OkREAD MORE
2437,5.0,Highly recommended,Nice!!!!!READ MORE
2438,5.0,Simply awesome,Best Phone in market.READ MORE
2439,5.0,Awesome,Unbelievable🤩🤩🤩😍😍😍 my... Dream... Phone... Excellent........ Phone... World's..... One of the. Best... Phone productsREAD MORE
2440,5.0,Perfect product!,Great 👍READ MORE
2441,5.0,Terrific purchase,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.READ MORE"
2442,5.0,Just wow!,Iphone the best in performance as always.Smooth UI . Great camera. Great performanceREAD MORE
2443,3.0,Fair,very nice product but battery life sufficientREAD MORE
2444,5.0,Just wow!,"My First Iphone, And yeah, it's worth every penny 😘😍READ MORE"
2445,5.0,Highly recommended,GreatREAD MORE
2446,5.0,Great product,Superb product.READ MORE
2447,5.0,Terrific purchase,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new freshREAD MORE
2448,5.0,Highly recommended,Excellent.READ MORE
2449,5.0,Great product,Super super super iphone love youREAD MORE
2450,5.0,Best in the market!,Every one's dream phoneREAD MORE
2451,5.0,Classy product,Nice productREAD MORE
2452,5.0,Perfect product!,Nice productREAD MORE
2453,5.0,Terrific,Good 😇READ MORE
2454,5.0,Must buy!,Top notchREAD MORE
2455,5.0,Terrific,Thank you Flipkart very good priceREAD MORE
2456,5.0,Mind-blowing purchase,GoodREAD MORE
2457,5.0,Excellent,Great phone in 50kREAD MORE
2458,5.0,Simply awesome,"Thanks Flipkart for the big billion offer and amazing delivery team. Phone was delivered on time and in perfect condition. I am using from past 2 days, no issues so far. Thanks for the benefits of VIP members also.READ MORE"
2459,4.0,Delightful,"All things are great, not much difference between 13 but just go for 14 because it has updated GPU and u get 1year extra update 😀READ MORE"
2460,4.0,Wonderful,Very good engineREAD MORE
2461,4.0,Delightful,"The product is original and everything is good. Just one minor problem, there is a little gap between the top bezel and aluminium body which I have seen in a lot of iPhones lately.READ MORE"
2462,5.0,Highly recommended,Changed from iPhone 11 to 14. Happy customer of iPhone 14READ MORE
2463,5.0,Fabulous!,Just Awesome...! 🙂READ MORE
2464,5.0,Great product,I am happy And amazing iPhone 14READ MORE
2465,5.0,Great product,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.READ MORE
2466,5.0,Brilliant,Very good productREAD MORE
2467,4.0,Very Good,"I was very much exited to buy this phone. I have planed for almost 8 to 10 months to buy an iPhone. My plan is iPhone 13 but when I get to buy I bought 14. Not so user friendly, if your a Android user. But phone looks so excited. Can't use it as main phone if you play games and watch movies and all. IPhone the name n logo nothing much at this price.READ MORE"
2468,5.0,Classy product,Very smooth and camera is awesome 😍READ MORE
2469,5.0,Best in the market!,Excellent productREAD MORE
2470,5.0,Highly recommended,Best product 🥳READ MORE
2471,5.0,Highly recommended,GoodREAD MORE
2472,4.0,Pretty good,BestREAD MORE
2473,5.0,Great product,Awesome Product.. Fully Satisfied with iPhone.  Thanks Flipkart.READ MORE
2474,4.0,Value-for-money,"Excellent product, bad packingREAD MORE"
2475,5.0,Wonderful,Very Very Nice phoneREAD MORE
2476,5.0,Awesome,Thanks FlipkartREAD MORE
2477,5.0,Mind-blowing purchase,ElegantREAD MORE
2478,5.0,Worth every penny,No words to apple must buyREAD MORE
2479,5.0,Wonderful,Phone is very nice in its blue colourREAD MORE
2480,5.0,Just wow!,Very nice productREAD MORE
2481,5.0,Brilliant,"My dream was to get an iPhone, great design, smooth performanceREAD MORE"
2482,5.0,Terrific purchase,Sexy looking phnREAD MORE
2483,5.0,Simply awesome,It's a best product Look is awesomeAnd battery issue is also resolved Overall nice productREAD MORE
2484,5.0,Great product,"Mind blowing iPhone,it's my first iPhone and I'm totally satisfied with it there is nothing cons in it. I'm very very very happy 😊😊😊😊😊.READ MORE"
2485,5.0,Perfect product!,AmazingREAD MORE
2486,5.0,Super!,NiceREAD MORE
2487,4.0,Value-for-money,Excellent product.  e sim also working goodREAD MORE
2488,5.0,Awesome,"Good product The battery on my old Apple phone finally died a death so I decided to upgrade to iPhone 14. The usual good deal with John Lewis, I used click and collect. So much more convenient. The iPhone 14 is so much better than my previous iPhone, 128GB! 5G, marvellous ! Easy to use as well once I'd got used to using the swipe as there is no home button. Everything downloaded well. Lots of colour choices too.READ MORE"
2489,5.0,Wonderful,100% orginalNew model 100% battery healthREAD MORE
2490,5.0,Simply awesome,"Using it from one week, this was the first time Im using an iPhone. Looks premium and loving it!READ MORE"
2491,5.0,Fabulous!,Thnxx flipkctREAD MORE
2492,5.0,Great product,BestREAD MORE
2493,5.0,Fabulous!,Must buyREAD MORE
2494,5.0,Fabulous!,"Product is fantastic,And value for money on big billions days Grateful experience for FlipKart.READ MORE"
2495,5.0,Classy product,Nyc productREAD MORE
2496,5.0,Highly recommended,GreatREAD MORE
2497,5.0,Super!,Very Good 😊READ MORE
2498,5.0,Must buy!,NiceREAD MORE
2499,5.0,Classy product,Osm pdtREAD MORE
2500,5.0,Wonderful,I got this with excellent packaging and brand new condition . Looks wise awesome in blue 💙 colour. As I analysis from prior that the photos of 13 gives better colour than 14. But 🤞 I will give another feedback after use of few months and share my experiences. Thank you FlipkartREAD MORE
2501,5.0,Brilliant,Very nice productREAD MORE
2502,4.0,Very Good,Happy with the productREAD MORE
2503,5.0,Highly recommended,Great ❤️😍READ MORE
2504,5.0,Great product,Nice product recommendREAD MORE
2505,5.0,Great product,Love itREAD MORE
2506,5.0,Just wow!,"If u r a hardcore gamer  close ur eyes and take it , no Android phone will ever give u such a silky smooth gaming experience like apple phones. Trust me.   Perfect size not too big not too small. Good battery .   Good cameras.   Thanx flipkart for best price and quick and safer delivery 💛💛READ MORE"
2507,5.0,Best in the market!,Very good yr it is my first apple device its fantastic. Thanks to the BBD sale for such price drop on this phone 😊😊READ MORE
2508,5.0,Perfect product!,GoodREAD MORE
2509,5.0,Best in the market!,NiceREAD MORE
2510,5.0,Excellent,iPhone 14 is awesome better than any of its superior models since it is small and easy to handle.READ MORE
2511,5.0,Terrific purchase,I am in love with this. Upgraded from one plus. iOS is really wonderful with great features. Blue colour is wonderful. Camera and build quality is superb and stereo speaker are amazingREAD MORE
2512,5.0,Super!,GoodREAD MORE
2513,5.0,Brilliant,GoodREAD MORE
2514,5.0,Awesome,Just amazingREAD MORE
2515,5.0,Must buy!,I love 💕 I phone 14 super greatREAD MORE
2516,5.0,Best in the market!,Credit goes to apple💫READ MORE
2517,5.0,Best in the market!,BestREAD MORE
2518,5.0,Excellent,I think everybody already knows about iphones. So its fabulous without any doubtREAD MORE
2519,5.0,Super!,Thnxx u flikartREAD MORE
2520,5.0,Classy product,Best experienceREAD MORE
2521,5.0,Just wow!,ExcellentREAD MORE
2522,5.0,Awesome,GoodREAD MORE
2523,5.0,Mind-blowing purchase,Go and buy...READ MORE
2524,4.0,Value-for-money,GoodREAD MORE
2525,5.0,Just wow!,Nice product 👍READ MORE
2526,3.0,Nice,Cable not workingREAD MORE
2527,5.0,Best in the market!,Awesome 🤩READ MORE
2528,4.0,Delightful,"very good product, 60k budget best phoneREAD MORE"
2529,4.0,Very Good,Awesome product 👍READ MORE
2530,5.0,Great product,Very nice project 😃READ MORE
2531,5.0,Super!,Android user .. but this phone is swamREAD MORE
2532,5.0,Mind-blowing purchase,Amazing toyeREAD MORE
2533,5.0,Awesome,Nice jobREAD MORE
2534,5.0,Highly recommended,Worth itREAD MORE
2535,5.0,Classy product,An IPhone is an I phone 👌READ MORE
2536,5.0,Perfect product!,An IPhone is an IPhone 👌READ MORE
2537,5.0,Fabulous!,Very goodREAD MORE
2538,5.0,Classy product,Best  qualityREAD MORE
2539,5.0,Best in the market!,GREATREAD MORE
2540,5.0,Simply awesome,This phone is super cool 😘😘🤘READ MORE
2541,5.0,Brilliant,loved this productsREAD MORE
2542,4.0,Worth the money,I loved it.READ MORE
2543,5.0,Super!,Nice phone iPhone 14 My first apple phone This phone is very good Nice featureREAD MORE
2544,4.0,Delightful,Good phoneREAD MORE
2545,5.0,Fabulous!,GoodREAD MORE
2546,5.0,Best in the market!,"iPhone 14 Super Product Love It, Improved Only Battery Performance 💛😎✌️READ MORE"
2547,3.0,Good,NycREAD MORE
2548,5.0,Awesome,Excellent phone😍😍READ MORE
